Age,Gender,District,Region,Location Type,Customer Type,Employment Status,Income Level,Education Level,Tenure,Balance,Credit Score,Outstanding Loans,Num Of Products,Mobile Banking Usage,Number of Transactions per Month,Num Of Complaints,Proximity to Nearest Branch or ATM (km),Mobile Network Quality,Owns Mobile Phone
62,Female,Karonga,Northern,Semi Urban,Corporate,Employed,713846,Secondary,12,1814298,487,793793,2,Yes,11,3,6.6,Poor,Yes
52,Female,Mchinji,Central,Urban,Corporate,Employed,261317,Primary,29,1121866,452,709233,2,Yes,18,1,0.7,Good,Yes
90,Male,Nsanje,Southern,Urban,Corporate,Self Employed,389643,Secondary,15,1115416,457,2032610,5,Yes,20,5,0.6,Fair,Yes
56,Male,Mzimba,Northern,Semi Urban,Corporate,Self Employed,1353148,Tertiary,29,1999576,364,2163454,3,Yes,10,2,6.8,Fair,Yes
90,Male,Likoma,Northern,Urban,Corporate,Employed,37497,Primary,21,3761653,746,1659125,5,Yes,18,10,2.9,Good,Yes
79,Female,Balaka,Southern,Urban,SME,Employed,1805838,Tertiary,30,3247232,633,1803868,6,Yes,15,2,2.2,Good,Yes
82,Female,Rumphi,Northern,Rural,Corporate,Employed,258048,Primary,20,1968312,762,424977,2,Yes,3,3,14.1,Fair,Yes
39,Male,Dowa,Central,Urban,SME,Employed,288489,Secondary,15,2872033,788,284734,3,Yes,12,1,1.4,Good,Yes
88,Male,Dedza,Central,Urban,Corporate,Not Employed,78682,Primary,17,3540409,818,268994,2,Yes,11,10,3.8,Good,Yes
48,Female,Nkhotakota,Central,Urban,SME,Employed,449245,Secondary,2,2630793,693,1668746,7,Yes,14,2,2.6,Good,Yes
82,Female,Rumphi,Northern,Semi Urban,SME,Employed,929561,Secondary,15,2675686,805,637566,2,Yes,9,4,5.5,Fair,Yes
69,Male,Rumphi,Northern,Urban,SME,Employed,175098,Primary,6,1734435,794,1378649,2,Yes,15,3,1.6,Good,Yes
33,Female,Machinga,Southern,Urban,Corporate,Employed,764113,Tertiary,4,2551867,359,226662,6,Yes,14,4,1.9,Good,Yes
44,Male,Dedza,Central,Semi Urban,SME,Employed,280630,Secondary,2,3589660,769,1759309,6,Yes,14,5,13.9,Good,Yes
60,Female,Zomba,Southern,Urban,Corporate,Not Employed,21003,Primary,14,2356160,729,1529826,4,Yes,18,9,1.9,Good,Yes
20,Male,Chitipa,Northern,Semi Urban,Corporate,Employed,298947,Secondary,29,2125583,752,178433,6,Yes,8,2,7.1,Poor,Yes
44,Female,Machinga,Southern,Urban,SME,Employed,281506,Primary,20,1720417,763,324678,4,Yes,10,2,4.7,Good,Yes
52,Female,Nkhotakota,Central,Urban,Corporate,Self Employed,624586,Secondary,19,1297451,388,1098985,2,Yes,15,2,3.3,Fair,Yes
80,Male,Nkhotakota,Central,Urban,Corporate,Employed,235019,Primary,16,1381455,337,464913,2,Yes,14,1,0.8,Fair,Yes
53,Female,Mchinji,Central,Urban,SME,Self Employed,1277767,Tertiary,20,3524556,681,418170,5,Yes,10,4,4.1,Poor,Yes
38,Male,Karonga,Northern,Rural,Corporate,Self Employed,812680,Secondary,11,1118317,669,1203271,7,Yes,4,3,10.2,Poor,No
80,Male,Salima,Central,Urban,Corporate,Employed,391141,Secondary,7,2270523,386,1038544,3,Yes,13,2,5.0,Good,Yes
96,Female,Chikwawa,Southern,Semi Urban,Corporate,Employed,832811,Secondary,18,323464,720,664389,1,Yes,10,5,5.5,Fair,No
35,Male,Blantyre,Southern,Semi Urban,Corporate,Self Employed,530420,Secondary,27,470959,605,755865,5,Yes,8,2,5.4,Fair,Yes
50,Male,Likoma,Northern,Urban,SME,Self Employed,438396,Secondary,9,1890392,794,900858,4,Yes,11,5,4.1,Poor,Yes
52,Female,Chiradzulu,Southern,Urban,SME,Employed,250238,Primary,24,1930404,668,2002742,1,Yes,18,5,1.5,Fair,Yes
85,Female,Dedza,Central,Urban,Corporate,Not Employed,57907,Primary,16,2788169,615,2088381,4,Yes,20,9,2.9,Good,Yes
46,Male,Blantyre,Southern,Semi Urban,Corporate,Self Employed,531941,Secondary,8,3687359,552,1503012,1,Yes,12,5,6.4,Poor,Yes
91,Female,Chiradzulu,Southern,Urban,SME,Employed,100167,Primary,15,1462402,784,814083,4,Yes,10,4,2.9,Fair,Yes
88,Male,Nkhata Bay,Northern,Urban,SME,Employed,428792,Secondary,24,2882205,826,799425,3,Yes,16,2,3.0,Good,Yes
81,Male,Ntcheu,Central,Semi Urban,SME,Employed,281697,Primary,3,1986897,714,1226730,5,Yes,10,5,8.5,Good,Yes
31,Male,Thyolo,Southern,Semi Urban,Corporate,Employed,841429,Secondary,9,290266,786,1256793,3,Yes,15,3,14.5,Fair,Yes
88,Female,Rumphi,Northern,Urban,Corporate,Not Employed,19484,Primary,14,3619245,785,1248568,1,Yes,11,9,4.5,Good,Yes
46,Female,Mwanza,Southern,Urban,SME,Employed,845993,Secondary,26,3105234,603,428820,2,Yes,12,3,2.8,Fair,Yes
93,Male,Neno,Southern,Rural,Corporate,Self Employed,199707,Primary,15,2970926,711,588991,2,Yes,3,2,15.4,Poor,No
43,Female,Chitipa,Northern,Urban,Corporate,Employed,741184,Secondary,1,1170800,545,1704843,7,Yes,16,3,1.0,Poor,Yes
86,Male,Mwanza,Southern,Urban,Corporate,Employed,284198,Primary,9,3186335,550,827140,5,Yes,20,5,3.4,Fair,Yes
90,Male,Nsanje,Southern,Urban,Corporate,Not Employed,16441,Secondary,12,1799532,679,2060253,6,Yes,18,6,4.7,Fair,Yes
52,Male,Mchinji,Central,Urban,Corporate,Self Employed,111661,Primary,25,2870508,468,2095024,1,Yes,12,2,4.6,Fair,Yes
61,Male,Kasungu,Central,Semi Urban,Corporate,Employed,133956,Primary,8,3714400,752,2027852,1,No,6,5,13.2,Poor,No
36,Male,Chiradzulu,Southern,Urban,Corporate,Employed,170309,Primary,25,2293945,600,1386150,4,Yes,20,2,1.2,Good,Yes
66,Female,Chiradzulu,Southern,Urban,Corporate,Employed,754845,Secondary,2,1749510,447,1690691,2,Yes,20,4,2.0,Good,Yes
52,Female,Zomba,Southern,Urban,SME,Self Employed,673417,Secondary,27,3482192,645,369522,6,Yes,13,3,4.7,Fair,Yes
59,Male,Likoma,Northern,Semi Urban,Corporate,Employed,1965795,Tertiary,9,1144602,820,435565,6,No,15,4,10.2,Fair,Yes
43,Female,Nkhata Bay,Northern,Urban,Corporate,Not Employed,69323,Tertiary,25,2940918,793,127764,7,Yes,11,6,1.4,Fair,Yes
38,Female,Chitipa,Northern,Semi Urban,SME,Self Employed,360031,Secondary,29,3067629,642,450442,7,Yes,9,2,8.9,Fair,Yes
22,Female,Mzimba,Northern,Semi Urban,Corporate,Employed,510034,Secondary,26,1990158,844,321172,5,Yes,14,2,8.8,Fair,Yes
47,Female,Chitipa,Northern,Semi Urban,SME,Employed,433228,Secondary,19,2381396,628,1010657,7,Yes,15,3,7.5,Good,Yes
73,Female,Balaka,Southern,Urban,SME,Employed,546870,Secondary,5,3681141,737,1110399,4,Yes,16,1,1.4,Good,Yes
54,Female,Mulanje,Southern,Urban,Corporate,Employed,788448,Secondary,29,1838051,708,1006202,4,No,18,5,4.5,Good,Yes
72,Female,Mwanza,Southern,Semi Urban,SME,Employed,436666,Secondary,22,1712221,673,602855,7,Yes,7,4,14.0,Fair,Yes
61,Female,Chitipa,Northern,Semi Urban,Corporate,Self Employed,139173,Primary,27,586734,721,829439,2,Yes,7,4,9.5,Good,No
59,Male,Dowa,Central,Semi Urban,SME,Self Employed,1850634,Tertiary,12,1793194,674,244737,3,Yes,15,3,7.1,Fair,Yes
83,Male,Balaka,Southern,Urban,Corporate,Self Employed,297595,Primary,30,1874050,801,1485127,2,No,19,4,0.8,Good,Yes
57,Male,Mchinji,Central,Semi Urban,Corporate,Not Employed,96377,Secondary,25,1331995,673,881925,2,Yes,9,8,7.4,Poor,No
50,Female,Karonga,Northern,Semi Urban,Corporate,Self Employed,908228,Secondary,6,2556438,477,1563089,1,Yes,5,2,6.1,Poor,Yes
76,Female,Mzimba,Northern,Urban,SME,Self Employed,554220,Secondary,2,3146556,761,298674,2,Yes,12,2,2.6,Good,Yes
39,Male,Mwanza,Southern,Urban,SME,Employed,1841793,Tertiary,18,3075317,787,2039991,4,Yes,18,2,3.6,Good,Yes
65,Male,Dedza,Central,Urban,Corporate,Employed,1533813,Tertiary,18,1428925,558,1016000,5,Yes,15,5,1.0,Good,Yes
66,Male,Mzimba,Northern,Urban,Corporate,Employed,519065,Secondary,7,369869,748,1155652,1,Yes,17,2,4.6,Good,Yes
63,Female,Chiradzulu,Southern,Urban,SME,Self Employed,2365612,Tertiary,15,2938890,744,1704740,5,Yes,16,5,1.1,Fair,Yes
39,Female,Chikwawa,Southern,Urban,SME,Self Employed,311259,Secondary,14,2492385,696,954173,7,Yes,14,1,1.9,Good,Yes
95,Female,Dedza,Central,Urban,Corporate,Employed,227585,Secondary,10,1390233,424,1221073,7,Yes,10,2,1.7,Poor,Yes
73,Female,Mzimba,Northern,Urban,SME,Self Employed,1515627,Tertiary,17,3493663,801,691206,2,Yes,10,1,2.2,Fair,Yes
79,Female,Lilongwe,Central,Urban,SME,Self Employed,426962,Secondary,11,3216562,636,281296,6,Yes,10,1,4.6,Good,Yes
91,Female,Neno,Southern,Urban,Corporate,Employed,132155,Primary,26,420083,770,1866606,2,Yes,17,4,3.6,Fair,Yes
44,Male,Mulanje,Southern,Semi Urban,Corporate,Employed,573861,Secondary,6,363403,652,2132937,6,Yes,6,2,5.1,Fair,Yes
62,Male,Ntchisi,Central,Semi Urban,Corporate,Employed,155930,Primary,11,1969462,374,249939,5,Yes,8,5,13.4,Fair,Yes
86,Male,Chitipa,Northern,Semi Urban,SME,Self Employed,2051707,Tertiary,27,1393794,617,1400678,4,Yes,9,5,5.2,Fair,Yes
41,Female,Lilongwe,Central,Semi Urban,Corporate,Self Employed,338949,Secondary,8,1057518,803,1674831,2,No,15,2,8.8,Fair,Yes
38,Male,Mwanza,Southern,Semi Urban,SME,Employed,956644,Secondary,14,1616896,658,978050,1,Yes,13,1,5.7,Poor,Yes
62,Female,Mzimba,Northern,Semi Urban,Corporate,Self Employed,277841,Secondary,15,2915596,804,1429184,4,No,11,1,10.9,Good,Yes
95,Female,Mwanza,Southern,Urban,Corporate,Self Employed,63830,Primary,12,2470272,819,752110,3,Yes,15,6,1.1,Poor,Yes
81,Male,Zomba,Southern,Urban,Corporate,Employed,2029989,Tertiary,5,2222458,425,1663957,3,Yes,10,3,4.1,Good,Yes
34,Female,Dedza,Central,Urban,SME,Self Employed,732847,Secondary,16,1286539,725,230060,4,Yes,15,4,0.7,Good,Yes
96,Female,Nsanje,Southern,Urban,Corporate,Not Employed,18531,Tertiary,30,1684582,718,744372,1,Yes,15,10,1.7,Fair,Yes
94,Female,Lilongwe,Central,Urban,Corporate,Not Employed,11960,Tertiary,21,2071581,744,1282448,2,Yes,12,8,1.3,Good,Yes
68,Female,Dowa,Central,Urban,Corporate,Employed,127485,Primary,9,1544923,370,739006,5,Yes,17,2,2.0,Good,Yes
86,Male,Mangochi,Southern,Urban,Corporate,Self Employed,599919,Secondary,2,3145478,543,213438,6,Yes,20,1,4.0,Fair,Yes
80,Male,Nkhotakota,Central,Urban,Corporate,Not Employed,56571,Primary,12,3181116,774,1477975,7,Yes,20,8,4.1,Good,Yes
71,Female,Mwanza,Southern,Semi Urban,Corporate,Self Employed,975895,Secondary,12,712101,676,1073045,7,Yes,15,2,11.6,Fair,Yes
20,Male,Dowa,Central,Urban,Corporate,Employed,323734,Secondary,12,1545916,750,642671,3,Yes,16,5,4.6,Good,Yes
55,Female,Chiradzulu,Southern,Semi Urban,Corporate,Self Employed,2139443,Tertiary,5,1759519,467,683590,6,Yes,7,5,10.9,Fair,Yes
52,Female,Machinga,Southern,Urban,Corporate,Self Employed,1826497,Tertiary,29,2283078,497,1198133,6,Yes,11,1,1.4,Good,Yes
29,Female,Ntchisi,Central,Urban,Corporate,Self Employed,174112,Primary,18,3293366,670,2064325,5,Yes,10,1,2.6,Poor,Yes
62,Male,Mchinji,Central,Urban,Corporate,Employed,168766,Primary,11,323741,659,1969100,2,Yes,20,2,2.9,Good,Yes
61,Female,Dedza,Central,Semi Urban,SME,Self Employed,912252,Secondary,6,1456256,737,2116313,6,Yes,15,5,7.9,Poor,Yes
69,Female,Mangochi,Southern,Urban,SME,Employed,104995,Primary,15,2076727,725,171416,3,Yes,20,5,3.2,Fair,Yes
83,Male,Neno,Southern,Semi Urban,Corporate,Self Employed,930777,Tertiary,10,2069123,688,145455,1,No,11,5,10.0,Good,Yes
41,Male,Nsanje,Southern,Semi Urban,Corporate,Self Employed,1090487,Tertiary,22,551722,819,469618,2,Yes,15,3,12.4,Good,No
57,Female,Mwanza,Southern,Semi Urban,Corporate,Not Employed,96578,Secondary,13,3117623,673,483358,3,Yes,8,6,13.6,Good,Yes
80,Female,Likoma,Northern,Semi Urban,SME,Employed,980309,Tertiary,18,2834729,794,1570597,4,Yes,10,2,11.9,Poor,Yes
44,Female,Salima,Central,Urban,SME,Self Employed,755813,Secondary,23,1366860,633,193605,7,Yes,17,4,2.2,Fair,Yes
42,Male,Mulanje,Southern,Urban,SME,Employed,661313,Secondary,4,3536586,832,1384871,5,Yes,18,1,4.2,Good,Yes
93,Female,Rumphi,Northern,Urban,Corporate,Self Employed,239197,Primary,15,28364,730,110566,5,Yes,18,4,0.6,Good,Yes
68,Female,Mchinji,Central,Urban,Corporate,Employed,806979,Secondary,8,1104030,379,2175457,4,Yes,15,2,1.3,Poor,Yes
55,Male,Thyolo,Southern,Urban,Corporate,Employed,246202,Secondary,6,3217523,331,1757108,6,Yes,13,4,3.8,Fair,Yes
89,Female,Salima,Central,Semi Urban,SME,Employed,828621,Secondary,4,1147222,787,920829,4,Yes,14,2,14.8,Good,Yes
87,Female,Nkhotakota,Central,Urban,Corporate,Self Employed,161379,Primary,17,604150,725,1993892,5,Yes,15,1,4.9,Good,Yes
75,Male,Neno,Southern,Semi Urban,Corporate,Self Employed,257275,Primary,13,1822029,589,1307141,1,Yes,10,2,7.4,Good,Yes
75,Male,Machinga,Southern,Semi Urban,Corporate,Not Employed,80965,Primary,14,2929496,682,604110,5,Yes,12,9,13.3,Poor,No
93,Female,Nkhata Bay,Northern,Urban,Corporate,Self Employed,1998010,Tertiary,21,2153647,495,1334752,7,Yes,19,5,1.0,Good,Yes
71,Male,Ntcheu,Central,Semi Urban,Corporate,Employed,531574,Secondary,11,3768892,810,1321650,3,No,6,5,8.9,Poor,Yes
96,Female,Mwanza,Southern,Urban,Corporate,Employed,93182,Primary,23,3371189,799,943428,4,Yes,19,8,2.1,Good,Yes
45,Male,Karonga,Northern,Urban,SME,Employed,633425,Secondary,25,2231023,620,1379608,1,Yes,14,1,1.1,Fair,Yes
43,Male,Ntcheu,Central,Urban,SME,Employed,1652556,Tertiary,11,1468177,682,977449,3,Yes,18,1,0.9,Fair,Yes
59,Female,Salima,Central,Urban,Corporate,Self Employed,91961,Primary,9,2761354,767,2139074,2,Yes,14,7,1.8,Fair,Yes
78,Male,Mwanza,Southern,Urban,Corporate,Self Employed,953975,Secondary,16,2151276,737,1650625,4,No,19,2,1.2,Good,Yes
33,Male,Karonga,Northern,Urban,Corporate,Employed,274613,Primary,19,2963318,443,1012678,6,Yes,19,2,4.3,Fair,Yes
53,Male,Rumphi,Northern,Urban,Corporate,Employed,1798589,Tertiary,27,1025219,548,950675,2,Yes,16,1,4.4,Good,Yes
70,Male,Mchinji,Central,Urban,Corporate,Not Employed,66217,Primary,17,1880358,812,1755510,5,Yes,13,8,2.0,Good,Yes
37,Female,Mulanje,Southern,Urban,Corporate,Self Employed,549455,Secondary,13,3791561,806,1590740,6,No,12,2,4.8,Good,Yes
55,Male,Lilongwe,Central,Urban,SME,Self Employed,633150,Secondary,14,2068383,780,716681,7,Yes,10,4,3.1,Good,Yes
92,Male,Kasungu,Central,Urban,SME,Self Employed,153379,Primary,7,3163266,848,1282987,7,Yes,15,1,0.7,Fair,Yes
54,Male,Mwanza,Southern,Urban,SME,Self Employed,819654,Secondary,11,3061498,841,519870,5,Yes,14,5,3.3,Fair,Yes
30,Female,Nkhotakota,Central,Urban,Corporate,Self Employed,1150141,Tertiary,26,43962,746,265510,6,Yes,15,2,0.5,Fair,Yes
80,Female,Chiradzulu,Southern,Semi Urban,Corporate,Employed,40223,Primary,20,1962296,753,1787347,6,Yes,5,9,10.2,Fair,Yes
76,Male,Chitipa,Northern,Semi Urban,Corporate,Employed,820480,Secondary,22,2611551,567,1100215,1,Yes,15,2,14.7,Fair,Yes
85,Female,Blantyre,Southern,Urban,Corporate,Self Employed,164275,Primary,10,2875124,363,1947787,1,Yes,15,4,1.0,Fair,Yes
70,Female,Phalombe,Southern,Urban,Corporate,Employed,247672,Secondary,7,1491024,360,1137399,1,Yes,11,4,4.4,Good,Yes
67,Male,Mwanza,Southern,Urban,Corporate,Employed,113403,Primary,10,3512030,644,844466,7,No,18,4,1.9,Fair,Yes
19,Male,Machinga,Southern,Urban,Corporate,Self Employed,136804,Primary,18,2821337,641,804001,2,Yes,10,4,2.4,Good,Yes
92,Female,Ntcheu,Central,Urban,Corporate,Self Employed,349092,Secondary,27,1636603,531,1180389,7,Yes,10,5,3.0,Good,Yes
86,Female,Thyolo,Southern,Urban,SME,Employed,272273,Secondary,5,3188063,609,1842240,1,Yes,17,1,1.5,Good,Yes
89,Male,Ntchisi,Central,Semi Urban,Corporate,Self Employed,1003706,Tertiary,18,3421454,849,1568153,4,No,14,3,8.0,Poor,Yes
19,Female,Chiradzulu,Southern,Urban,Corporate,Employed,881641,Secondary,22,2371192,660,1168246,6,Yes,17,3,1.7,Good,Yes
95,Female,Blantyre,Southern,Semi Urban,Corporate,Employed,29584,Primary,17,1765014,838,1572960,4,Yes,6,7,12.6,Fair,Yes
89,Female,Ntcheu,Central,Urban,SME,Employed,1034329,Tertiary,26,2110530,791,1207606,2,Yes,15,2,4.0,Fair,Yes
95,Female,Dedza,Central,Urban,Corporate,Employed,220745,Secondary,14,1492169,429,1122871,6,Yes,13,3,2.8,Fair,Yes
95,Female,Mchinji,Central,Semi Urban,Corporate,Employed,154886,Primary,9,781273,673,883692,1,Yes,9,1,5.7,Fair,Yes
50,Male,Ntcheu,Central,Urban,Corporate,Self Employed,287914,Primary,15,1325017,404,240607,7,Yes,10,1,4.8,Fair,Yes
89,Male,Rumphi,Northern,Semi Urban,Corporate,Self Employed,76762,Primary,24,3114507,741,1997719,7,Yes,9,7,10.9,Poor,Yes
93,Male,Salima,Central,Urban,Corporate,Self Employed,302718,Secondary,27,2599130,545,1933687,5,Yes,19,1,3.0,Poor,Yes
68,Male,Salima,Central,Rural,Corporate,Employed,181571,Secondary,16,3197397,706,2086005,1,Yes,3,3,19.1,Fair,Yes
32,Female,Thyolo,Southern,Urban,Corporate,Self Employed,162573,Primary,28,3740856,647,1753261,1,No,17,1,5.0,Good,No
32,Female,Mwanza,Southern,Semi Urban,Corporate,Employed,142393,Primary,29,2138268,694,473768,4,No,12,1,8.2,Good,Yes
57,Female,Machinga,Southern,Urban,SME,Self Employed,220604,Primary,26,2936732,730,1075459,5,Yes,19,2,3.7,Fair,Yes
93,Male,Ntcheu,Central,Semi Urban,SME,Employed,2150478,Tertiary,20,3688325,701,913871,4,Yes,8,2,7.2,Good,Yes
54,Female,Chikwawa,Southern,Urban,Corporate,Self Employed,997104,Secondary,12,1880145,350,1186683,1,Yes,13,5,4.5,Good,Yes
66,Male,Neno,Southern,Urban,Corporate,Employed,215263,Primary,3,3268518,372,1869310,1,Yes,11,2,3.6,Poor,Yes
61,Male,Dedza,Central,Urban,Corporate,Employed,322993,Secondary,16,183726,631,890354,5,Yes,14,3,3.4,Good,Yes
39,Female,Machinga,Southern,Urban,Corporate,Employed,220900,Primary,7,1862925,580,1088208,7,Yes,16,5,3.0,Good,Yes
66,Female,Chiradzulu,Southern,Rural,Corporate,Self Employed,742723,Secondary,25,2549654,769,1228694,4,Yes,5,5,17.4,Poor,Yes
50,Female,Nkhotakota,Central,Urban,Corporate,Self Employed,19922,Primary,17,1458983,797,539170,3,Yes,15,8,1.5,Poor,Yes
83,Female,Zomba,Southern,Urban,Corporate,Employed,253063,Primary,16,2071228,535,474639,1,Yes,15,4,3.9,Fair,Yes
51,Female,Lilongwe,Central,Urban,Corporate,Employed,261018,Primary,9,2939056,458,2121449,7,Yes,20,2,1.0,Good,Yes
45,Female,Machinga,Southern,Urban,Corporate,Self Employed,1752504,Tertiary,29,87923,637,1513464,4,Yes,15,5,1.8,Fair,Yes
91,Female,Machinga,Southern,Semi Urban,Corporate,Employed,386349,Secondary,15,3366989,689,1301624,3,No,11,1,13.9,Poor,Yes
89,Male,Nsanje,Southern,Semi Urban,Corporate,Not Employed,84550,Secondary,4,1113126,764,1655225,6,Yes,7,10,7.4,Good,Yes
63,Male,Phalombe,Southern,Urban,Corporate,Self Employed,602827,Secondary,5,313617,716,303221,5,Yes,16,1,1.7,Good,Yes
63,Female,Karonga,Northern,Urban,Corporate,Employed,148984,Primary,8,2387047,580,1809029,5,Yes,18,5,5.0,Fair,Yes
59,Female,Thyolo,Southern,Semi Urban,Corporate,Self Employed,240153,Primary,13,2359241,570,1245393,1,Yes,8,3,9.7,Poor,Yes
46,Female,Rumphi,Northern,Urban,SME,Employed,406895,Secondary,15,2487660,651,183456,3,Yes,16,2,1.6,Good,Yes
61,Female,Karonga,Northern,Semi Urban,Corporate,Employed,670185,Secondary,6,3525533,830,952747,4,No,11,5,12.4,Fair,Yes
86,Female,Mzimba,Northern,Urban,Corporate,Employed,198307,Primary,5,1182827,595,915261,1,Yes,18,1,2.3,Good,Yes
81,Male,Mangochi,Southern,Rural,Corporate,Employed,239734,Primary,1,1064405,736,1833468,3,Yes,4,2,11.3,Poor,No
68,Male,Dowa,Central,Semi Urban,Corporate,Employed,778561,Secondary,8,2427828,850,192242,3,No,13,4,9.9,Poor,Yes
66,Male,Ntcheu,Central,Urban,Corporate,Not Employed,37509,Secondary,27,3526896,661,1351267,3,Yes,10,8,2.2,Fair,Yes
63,Male,Salima,Central,Semi Urban,Corporate,Self Employed,299216,Secondary,23,3677781,488,1676803,3,Yes,13,5,11.2,Good,Yes
89,Female,Balaka,Southern,Urban,Corporate,Self Employed,375641,Secondary,2,1700769,471,1465682,1,Yes,14,3,4.3,Fair,No
60,Male,Rumphi,Northern,Urban,Corporate,Self Employed,269013,Primary,18,2967847,462,1866483,2,Yes,13,1,5.0,Poor,Yes
48,Male,Thyolo,Southern,Urban,Corporate,Self Employed,257699,Secondary,10,1081819,455,1908486,2,Yes,13,2,1.0,Good,Yes
92,Male,Nkhotakota,Central,Urban,SME,Self Employed,581758,Secondary,1,2867813,697,1961774,7,Yes,12,4,1.2,Good,Yes
96,Male,Mulanje,Southern,Urban,SME,Employed,154982,Primary,22,2762659,603,849283,4,Yes,18,1,1.8,Poor,Yes
88,Female,Balaka,Southern,Semi Urban,Corporate,Employed,750135,Secondary,4,2286479,400,1722511,6,Yes,13,5,11.0,Fair,Yes
92,Male,Chitipa,Northern,Rural,Corporate,Employed,645833,Secondary,24,1007308,824,1637313,6,Yes,5,3,11.3,Good,No
26,Male,Mzimba,Northern,Urban,Corporate,Employed,1900298,Tertiary,14,1963079,826,768123,3,Yes,14,1,3.1,Good,Yes
77,Male,Mzimba,Northern,Urban,Corporate,Employed,2146854,Tertiary,30,1058115,593,259051,1,Yes,14,3,2.2,Good,Yes
50,Female,Mchinji,Central,Urban,SME,Employed,128294,Primary,25,3105207,776,1212992,5,Yes,10,5,4.1,Good,Yes
88,Male,Mzimba,Northern,Urban,SME,Employed,180341,Primary,14,3057990,797,650077,3,Yes,15,5,4.6,Fair,Yes
50,Female,Dedza,Central,Urban,Corporate,Self Employed,237259,Primary,16,3095107,459,950297,3,Yes,20,2,1.6,Good,Yes
83,Female,Lilongwe,Central,Semi Urban,Corporate,Employed,916101,Secondary,13,2326921,705,2156619,6,No,5,3,14.2,Fair,Yes
72,Male,Nsanje,Southern,Urban,SME,Self Employed,224132,Primary,21,2712139,767,2092960,7,Yes,13,2,1.9,Poor,Yes
33,Male,Chiradzulu,Southern,Urban,SME,Self Employed,127975,Primary,19,1655909,687,541491,5,Yes,20,5,1.3,Good,Yes
91,Male,Mulanje,Southern,Urban,Corporate,Self Employed,12532,Primary,26,3669390,793,1174467,3,Yes,14,6,2.0,Good,Yes
64,Male,Mangochi,Southern,Urban,SME,Employed,909773,Tertiary,5,1276513,793,1079019,2,Yes,18,5,3.2,Fair,Yes
93,Male,Mwanza,Southern,Semi Urban,SME,Employed,156900,Primary,6,1979168,808,745972,4,Yes,12,1,13.3,Good,Yes
94,Female,Mangochi,Southern,Urban,Corporate,Employed,1310230,Tertiary,27,3391408,585,1669069,2,Yes,10,4,1.5,Good,Yes
66,Male,Dowa,Central,Urban,SME,Self Employed,270313,Primary,20,3683666,700,231964,7,Yes,12,1,1.2,Good,Yes
83,Female,Likoma,Northern,Urban,SME,Self Employed,445867,Secondary,25,1665731,815,712518,5,Yes,18,3,2.3,Good,Yes
33,Female,Chikwawa,Southern,Urban,Corporate,Not Employed,74664,Tertiary,19,2139325,668,1151058,3,Yes,14,7,1.2,Poor,Yes
94,Female,Nkhata Bay,Northern,Semi Urban,SME,Employed,859189,Tertiary,21,1224150,728,1980506,3,Yes,8,2,7.6,Good,Yes
82,Male,Mchinji,Central,Semi Urban,SME,Employed,1951853,Tertiary,26,3781383,756,310262,6,Yes,6,2,7.0,Poor,Yes
59,Male,Salima,Central,Semi Urban,Corporate,Self Employed,629976,Secondary,23,3466158,321,1292962,5,Yes,15,4,7.8,Fair,Yes
39,Female,Mulanje,Southern,Urban,Corporate,Employed,288592,Secondary,6,3139928,415,1963149,5,Yes,18,4,2.7,Good,Yes
67,Male,Chiradzulu,Southern,Semi Urban,Corporate,Self Employed,599555,Secondary,5,1914603,597,1675075,7,Yes,14,3,12.7,Poor,Yes
87,Female,Neno,Southern,Urban,SME,Employed,213932,Primary,2,3125049,850,1067940,4,Yes,17,1,1.8,Poor,No
80,Female,Mwanza,Southern,Semi Urban,Corporate,Self Employed,314328,Secondary,28,2147506,385,1128764,1,Yes,14,2,5.9,Fair,Yes
92,Male,Mzimba,Northern,Semi Urban,SME,Self Employed,180499,Primary,26,1046963,639,1440192,4,Yes,12,5,7.4,Good,Yes
31,Female,Mulanje,Southern,Semi Urban,SME,Employed,286433,Secondary,24,2845153,801,1072375,4,Yes,9,4,8.8,Poor,Yes
89,Male,Likoma,Northern,Urban,SME,Self Employed,2131602,Tertiary,25,3516025,755,1528699,3,Yes,10,4,2.7,Good,Yes
67,Female,Chiradzulu,Southern,Semi Urban,Corporate,Employed,77181,Primary,3,1252444,714,1351323,1,Yes,9,6,14.6,Poor,Yes
53,Male,Nkhata Bay,Northern,Semi Urban,Corporate,Not Employed,62292,Secondary,19,1979139,638,1013304,5,Yes,7,7,9.7,Fair,Yes
64,Male,Dowa,Central,Urban,Corporate,Self Employed,219788,Primary,27,1127553,686,82570,2,Yes,16,2,3.8,Good,Yes
61,Male,Salima,Central,Urban,Corporate,Self Employed,338920,Secondary,10,1312873,503,2121760,4,Yes,17,1,2.2,Good,Yes
48,Female,Ntchisi,Central,Semi Urban,Corporate,Self Employed,1122590,Tertiary,14,3379987,746,873539,4,No,14,3,13.1,Fair,Yes
63,Female,Nkhotakota,Central,Urban,Corporate,Self Employed,438877,Secondary,17,2199067,607,3876,6,Yes,14,5,3.5,Fair,Yes
72,Female,Dowa,Central,Semi Urban,Corporate,Self Employed,1916193,Tertiary,27,3685286,335,1569052,1,Yes,6,2,5.9,Poor,No
